index_name,index_id,index_language,candidates_str,num_candidates
Université_du_Caire,636,French,"[['Cairo_University', 'http://dbpedia.org/resource/Cairo_University', 11136, 'English'], ['Istanbul_University', 'http://dbpedia.org/resource/Istanbul_University', 18303, 'English'], ['Tunis_University', 'http://dbpedia.org/resource/Tunis_University', 37121, 'English'], ['Damascus_University', 'http://dbpedia.org/resource/Damascus_University', 31629, 'English'], ['Moscow_State_University', 'http://dbpedia.org/resource/Moscow_State_University', 38223, 'English'], ['Stockholm_University', 'http://dbpedia.org/resource/Stockholm_University', 15357, 'English'], ['Harvard_University', 'http://dbpedia.org/resource/Harvard_University', 13341, 'English'], ['Georgetown_University', 'http://dbpedia.org/resource/Georgetown_University', 13702, 'English'], ['Princeton_University', 'http://dbpedia.org/resource/Princeton_University', 10893, 'English'], ['University_College_Dublin', 'http://dbpedia.org/resource/University_College_Dublin', 14557, 'English'], ['Tbilisi_State_University', 'http://dbpedia.org/resource/Tbilisi_State_University', 32123, 'English'], ['Sofia_University', 'http://dbpedia.org/resource/Sofia_University', 34438, 'English'], ['Columbia_University', 'http://dbpedia.org/resource/Columbia_University', 35679, 'English'], ['University_of_Amsterdam', 'http://dbpedia.org/resource/University_of_Amsterdam', 17759, 'English'], ['Northwestern_University', 'http://dbpedia.org/resource/Northwestern_University', 13923, 'English'], ['University_of_Warsaw', 'http://dbpedia.org/resource/University_of_Warsaw', 14440, 'English'], ['Cornell_University', 'http://dbpedia.org/resource/Cornell_University', 18351, 'English'], ['University_of_Bucharest', 'http://dbpedia.org/resource/University_of_Bucharest', 16882, 'English'], ['Miami_University', 'http://dbpedia.org/resource/Miami_University', 34038, 'English'], ['University_of_Belgrade', 'http://dbpedia.org/resource/University_of_Belgrade', 30970, 'English']]",20
Ted_Baillieu,637,French,"[['Ted_Baillieu', 'http://dbpedia.org/resource/Ted_Baillieu', 11137, 'English'], ['Ted_Cruz', 'http://dbpedia.org/resource/Ted_Cruz', 20732, 'English'], ['Ted_Sator', 'http://dbpedia.org/resource/Ted_Sator', 30648, 'English'], ['George_Reid_(Australian_politician)', 'http://dbpedia.org/resource/George_Reid_(Australian_politician)', 37240, 'English'], ['Rick_Davies', 'http://dbpedia.org/resource/Rick_Davies', 19884, 'English'], ['Stephen_Harper', 'http://dbpedia.org/resource/Stephen_Harper', 11263, 'English'], ['Marc_Nelson', 'http://dbpedia.org/resource/Marc_Nelson', 16261, 'English'], ['Walter_Scott', 'http://dbpedia.org/resource/Walter_Scott', 17260, 'English'], ['Alex_Salmond', 'http://dbpedia.org/resource/Alex_Salmond', 36337, 'English'], ['Dalton_McGuinty', 'http://dbpedia.org/resource/Dalton_McGuinty', 12491, 'English'], ['Stephen_Smith_(Australian_politician)', 'http://dbpedia.org/resource/Stephen_Smith_(Australian_politician)', 18136, 'English'], ['Edward_Stafford_(politician)', 'http://dbpedia.org/resource/Edward_Stafford_(politician)', 14697, 'English'], ['David_Miliband', 'http://dbpedia.org/resource/David_Miliband', 36101, 'English'], ['Eddie_Clarke', 'http://dbpedia.org/resource/Eddie_Clarke', 38881, 'English'], ['Rick_Scott', 'http://dbpedia.org/resource/Rick_Scott', 35086, 'English'], ['Brian_Howe_(politician)', 'http://dbpedia.org/resource/Brian_Howe_(politician)', 32409, 'English'], ['George_Fuller_(Australian_politician)', 'http://dbpedia.org/resource/George_Fuller_(Australian_politician)', 19597, 'English'], ['Kevin_Rudd', 'http://dbpedia.org/resource/Kevin_Rudd', 36470, 'English'], ['Ben_Harper', 'http://dbpedia.org/resource/Ben_Harper', 37024, 'English'], ['Ed_Lee_(politician)', 'http://dbpedia.org/resource/Ed_Lee_(politician)', 33848, 'English']]",20
Herbetswil,638,French,"[['Herbetswil', 'http://dbpedia.org/resource/Herbetswil', 11138, 'English'], ['Linköpings_HC', 'http://dbpedia.org/resource/Linköpings_HC', 17972, 'English'], ['Apocalypse_(comics)', 'http://dbpedia.org/resource/Apocalypse_(comics)', 39450, 'English'], ['Jhené_Aiko', 'http://dbpedia.org/resource/Jhené_Aiko', 35687, 'English'], ['Oise', 'http://dbpedia.org/resource/Oise', 17566, 'English'], ['EXID', 'http://dbpedia.org/resource/EXID', 38658, 'English'], ['Hollaback_Girl', 'http://dbpedia.org/resource/Hollaback_Girl', 30913, 'English'], ['Havok_(comics)', 'http://dbpedia.org/resource/Havok_(comics)', 33318, 'English'], ['Quadrophenia', 'http://dbpedia.org/resource/Quadrophenia', 13711, 'English'], ['Woking', 'http://dbpedia.org/resource/Woking', 34949, 'English'], ['Sherlock_Holmes', 'http://dbpedia.org/resource/Sherlock_Holmes', 31388, 'English'], ['Starfire_(comics)', 'http://dbpedia.org/resource/Starfire_(comics)', 10806, 'English'], ['Abdelilah_Benkirane', 'http://dbpedia.org/resource/Abdelilah_Benkirane', 19632, 'English'], ['Loiret', 'http://dbpedia.org/resource/Loiret', 13000, 'English'], ['Tórshavn', 'http://dbpedia.org/resource/Tórshavn', 34741, 'English'], ['Venceslau_Brás', 'http://dbpedia.org/resource/Venceslau_Brás', 34876, 'English'], ['Noal', 'http://dbpedia.org/resource/Noal', 17418, 'English'], ['Teen_Titans', 'http://dbpedia.org/resource/Teen_Titans', 36927, 'English'], ['Franco-Albertans', 'http://dbpedia.org/resource/Franco-Albertans', 35138, 'English'], ['Chiptune', 'http://dbpedia.org/resource/Chiptune', 36059, 'English']]",20
Post-metal,639,French,"[['Post-metal', 'http://dbpedia.org/resource/Post-metal', 11139, 'English'], ['Post-rock', 'http://dbpedia.org/resource/Post-rock', 35627, 'English'], ['Post-industrial_music', 'http://dbpedia.org/resource/Post-industrial_music', 32273, 'English'], ['Heavy_metal_music', 'http://dbpedia.org/resource/Heavy_metal_music', 35179, 'English'], ['Alternative_metal', 'http://dbpedia.org/resource/Alternative_metal', 18539, 'English'], ['Death_metal', 'http://dbpedia.org/resource/Death_metal', 16327, 'English'], ['New_Wave_of_American_Heavy_Metal', 'http://dbpedia.org/resource/New_Wave_of_American_Heavy_Metal', 32378, 'English'], ['Death_(metal_band)', 'http://dbpedia.org/resource/Death_(metal_band)', 15672, 'English'], ['New_Wave_of_British_Heavy_Metal', 'http://dbpedia.org/resource/New_Wave_of_British_Heavy_Metal', 11960, 'English'], ['Black_metal', 'http://dbpedia.org/resource/Black_metal', 32143, 'English'], ['Power_metal', 'http://dbpedia.org/resource/Power_metal', 11452, 'English'], ['Post-disco', 'http://dbpedia.org/resource/Post-disco', 10687, 'English'], ['Extreme_metal', 'http://dbpedia.org/resource/Extreme_metal', 19213, 'English'], ['Post-grunge', 'http://dbpedia.org/resource/Post-grunge', 11546, 'English'], ['Industrial_metal', 'http://dbpedia.org/resource/Industrial_metal', 12038, 'English'], ['Progressive_metal', 'http://dbpedia.org/resource/Progressive_metal', 15934, 'English'], ['Metal_Blade_Records', 'http://dbpedia.org/resource/Metal_Blade_Records', 37383, 'English'], ['Christian_metal', 'http://dbpedia.org/resource/Christian_metal', 37626, 'English'], ['Rap_metal', 'http://dbpedia.org/resource/Rap_metal', 35992, 'English'], ['Speed_metal', 'http://dbpedia.org/resource/Speed_metal', 14263, 'English']]",20
Empire_ottoman,640,French,"[['Ottoman_Empire', 'http://dbpedia.org/resource/Ottoman_Empire', 11140, 'English'], ['Ottoman_dynasty', 'http://dbpedia.org/resource/Ottoman_dynasty', 10838, 'English'], ['Byzantine_Empire', 'http://dbpedia.org/resource/Byzantine_Empire', 18492, 'English'], ['Mughal_Empire', 'http://dbpedia.org/resource/Mughal_Empire', 15215, 'English'], ['Roman_Empire', 'http://dbpedia.org/resource/Roman_Empire', 36601, 'English'], ['Abdülaziz_of_the_Ottoman_Empire', 'http://dbpedia.org/resource/Abdülaziz_of_the_Ottoman_Empire', 34268, 'English'], ['Ibrahim_of_the_Ottoman_Empire', 'http://dbpedia.org/resource/Ibrahim_of_the_Ottoman_Empire', 20745, 'English'], ['Mongol_Empire', 'http://dbpedia.org/resource/Mongol_Empire', 11446, 'English'], ['Achaemenid_Empire', 'http://dbpedia.org/resource/Achaemenid_Empire', 34372, 'English'], ['Western_Roman_Empire', 'http://dbpedia.org/resource/Western_Roman_Empire', 38564, 'English'], ['Austrian_Empire', 'http://dbpedia.org/resource/Austrian_Empire', 18475, 'English'], ['Sasanian_Empire', 'http://dbpedia.org/resource/Sasanian_Empire', 32521, 'English'], ['Russian_Empire', 'http://dbpedia.org/resource/Russian_Empire', 20411, 'English'], ['Khmer_Empire', 'http://dbpedia.org/resource/Khmer_Empire', 32749, 'English'], ['Portuguese_Empire', 'http://dbpedia.org/resource/Portuguese_Empire', 39271, 'English'], ['Ethiopian_Empire', 'http://dbpedia.org/resource/Ethiopian_Empire', 32979, 'English'], ['German_Empire', 'http://dbpedia.org/resource/German_Empire', 10817, 'English'], ['Ottoman_Turkish_language', 'http://dbpedia.org/resource/Ottoman_Turkish_language', 32878, 'English'], ['Holy_Roman_Empire', 'http://dbpedia.org/resource/Holy_Roman_Empire', 15559, 'English'], ['First_Bulgarian_Empire', 'http://dbpedia.org/resource/First_Bulgarian_Empire', 30591, 'English']]",20
Mike_Rutherford,641,French,"[['Mike_Rutherford', 'http://dbpedia.org/resource/Mike_Rutherford', 11141, 'English'], ['Jim_Rutherford', 'http://dbpedia.org/resource/Jim_Rutherford', 16153, 'English'], ['Mike_Richards', 'http://dbpedia.org/resource/Mike_Richards', 17811, 'English'], ['Mike_Baird', 'http://dbpedia.org/resource/Mike_Baird', 14825, 'English'], ['Mike_Beebe', 'http://dbpedia.org/resource/Mike_Beebe', 35885, 'English'], ['Mike_Muir', 'http://dbpedia.org/resource/Mike_Muir', 13831, 'English'], ['Rutherford_B._Hayes', 'http://dbpedia.org/resource/Rutherford_B._Hayes', 20291, 'English'], ['Mike_Keenan', 'http://dbpedia.org/resource/Mike_Keenan', 38447, 'English'], ['Mike_Patton', 'http://dbpedia.org/resource/Mike_Patton', 16406, 'English'], ['Mike_Hawthorn', 'http://dbpedia.org/resource/Mike_Hawthorn', 20045, 'English'], ['Mike_Leavitt', 'http://dbpedia.org/resource/Mike_Leavitt', 20933, 'English'], ['Ernest_Rutherford', 'http://dbpedia.org/resource/Ernest_Rutherford', 20599, 'English'], ['Brian_Wilson', 'http://dbpedia.org/resource/Brian_Wilson', 17323, 'English'], ['Mike_Inez', 'http://dbpedia.org/resource/Mike_Inez', 16266, 'English'], ['Mike_Reiss', 'http://dbpedia.org/resource/Mike_Reiss', 34563, 'English'], ['Jim_Clark', 'http://dbpedia.org/resource/Jim_Clark', 15689, 'English'], ['Brian_Jones', 'http://dbpedia.org/resource/Brian_Jones', 36200, 'English'], ['Mike_Oldfield', 'http://dbpedia.org/resource/Mike_Oldfield', 11808, 'English'], ['Mike_Pence', 'http://dbpedia.org/resource/Mike_Pence', 34410, 'English'], ['Mike_Stern', 'http://dbpedia.org/resource/Mike_Stern', 15956, 'English']]",20
Vlad_Filat,642,French,"[['Vlad_Filat', 'http://dbpedia.org/resource/Vlad_Filat', 11142, 'English'], ['Vladimir_Kolokoltsev', 'http://dbpedia.org/resource/Vladimir_Kolokoltsev', 13879, 'English'], ['Vladimir_Shatalov', 'http://dbpedia.org/resource/Vladimir_Shatalov', 34391, 'English'], ['Vladimir_Rushailo', 'http://dbpedia.org/resource/Vladimir_Rushailo', 32883, 'English'], ['Vladimir_Kovalyonok', 'http://dbpedia.org/resource/Vladimir_Kovalyonok', 18064, 'English'], ['Vladimir_Vasyutin', 'http://dbpedia.org/resource/Vladimir_Vasyutin', 30881, 'English'], ['Vladimir_Putin', 'http://dbpedia.org/resource/Vladimir_Putin', 20158, 'English'], ['Vladimir_Voronin', 'http://dbpedia.org/resource/Vladimir_Voronin', 32557, 'English'], ['Vladimir_Georgiyevich_Titov', 'http://dbpedia.org/resource/Vladimir_Georgiyevich_Titov', 16315, 'English'], ['Radu_Vasile', 'http://dbpedia.org/resource/Radu_Vasile', 18163, 'English'], ['Mihai_Ghimpu', 'http://dbpedia.org/resource/Mihai_Ghimpu', 11361, 'English'], ['Dmitri_Kondratyev', 'http://dbpedia.org/resource/Dmitri_Kondratyev', 38049, 'English'], ['Vladimir_Lenin', 'http://dbpedia.org/resource/Vladimir_Lenin', 36778, 'English'], ['Andrus_Ansip', 'http://dbpedia.org/resource/Andrus_Ansip', 20355, 'English'], ['Igor_Sergeyev', 'http://dbpedia.org/resource/Igor_Sergeyev', 10925, 'English'], ['Bogdan_Zdrojewski', 'http://dbpedia.org/resource/Bogdan_Zdrojewski', 36270, 'English'], ['Anatoly_Solovyev', 'http://dbpedia.org/resource/Anatoly_Solovyev', 34745, 'English'], ['Mirek_Topolánek', 'http://dbpedia.org/resource/Mirek_Topolánek', 19470, 'English'], ['Dmitry_Medvedev', 'http://dbpedia.org/resource/Dmitry_Medvedev', 35904, 'English'], ['Vladimir_Dezhurov', 'http://dbpedia.org/resource/Vladimir_Dezhurov', 34138, 'English']]",20
Dogs_(chanson_de_Pink_Floyd),643,French,"[['Dogs_(Pink_Floyd_song)', 'http://dbpedia.org/resource/Dogs_(Pink_Floyd_song)', 11143, 'English'], ['Black_Dog_(song)', 'http://dbpedia.org/resource/Black_Dog_(song)', 30279, 'English'], ['Animals_(Pink_Floyd_album)', 'http://dbpedia.org/resource/Animals_(Pink_Floyd_album)', 10664, 'English'], ['Stop_(Pink_Floyd_song)', 'http://dbpedia.org/resource/Stop_(Pink_Floyd_song)', 32394, 'English'], ['Stay_(Pink_Floyd_song)', 'http://dbpedia.org/resource/Stay_(Pink_Floyd_song)', 18216, 'English'], ['Time_(Pink_Floyd_song)', 'http://dbpedia.org/resource/Time_(Pink_Floyd_song)', 15331, 'English'], ['Country_Song_(Pink_Floyd_song)', 'http://dbpedia.org/resource/Country_Song_(Pink_Floyd_song)', 18772, 'English'], ['Fearless_(Pink_Floyd_song)', 'http://dbpedia.org/resource/Fearless_(Pink_Floyd_song)', 32628, 'English'], ['Mother_(Pink_Floyd_song)', 'http://dbpedia.org/resource/Mother_(Pink_Floyd_song)', 34832, 'English'], ['Hey_You_(Pink_Floyd_song)', 'http://dbpedia.org/resource/Hey_You_(Pink_Floyd_song)', 11679, 'English'], ['Breathe_(Pink_Floyd_song)', 'http://dbpedia.org/resource/Breathe_(Pink_Floyd_song)', 15676, 'English'], ['Blue_Velvet_(song)', 'http://dbpedia.org/resource/Blue_Velvet_(song)', 33486, 'English'], ['Money_(Pink_Floyd_song)', 'http://dbpedia.org/resource/Money_(Pink_Floyd_song)', 32208, 'English'], ['In_the_Flesh_(Pink_Floyd_song)', 'http://dbpedia.org/resource/In_the_Flesh_(Pink_Floyd_song)', 34303, 'English'], ['Echoes_(Pink_Floyd_song)', 'http://dbpedia.org/resource/Echoes_(Pink_Floyd_song)', 37419, 'English'], ['Goodbye_Cruel_World_(Pink_Floyd_song)', 'http://dbpedia.org/resource/Goodbye_Cruel_World_(Pink_Floyd_song)', 31181, 'English'], ['Purple_Rain_(song)', 'http://dbpedia.org/resource/Purple_Rain_(song)', 10984, 'English'], ['Wish_You_Were_Here_(Pink_Floyd_song)', 'http://dbpedia.org/resource/Wish_You_Were_Here_(Pink_Floyd_song)', 19353, 'English'], [""Don't_Leave_Me_Now_(Pink_Floyd_song)"", ""http://dbpedia.org/resource/Don't_Leave_Me_Now_(Pink_Floyd_song)"", 12994, 'English'], ['Burning_Bridges_(Pink_Floyd_song)', 'http://dbpedia.org/resource/Burning_Bridges_(Pink_Floyd_song)', 32144, 'English']]",20
Sainte-Cécile-de-Lévrard,644,French,"[['Sainte-Cécile-de-Lévrard,_Quebec', 'http://dbpedia.org/resource/Sainte-Cécile-de-Lévrard,_Quebec', 11144, 'English'], ['Sainte-Cécile-de-Whitton,_Quebec', 'http://dbpedia.org/resource/Sainte-Cécile-de-Whitton,_Quebec', 37442, 'English'], ['Sainte-Cécile-de-Milton,_Quebec', 'http://dbpedia.org/resource/Sainte-Cécile-de-Milton,_Quebec', 33260, 'English'], ['Sainte-Hélène-de-Mancebourg,_Quebec', 'http://dbpedia.org/resource/Sainte-Hélène-de-Mancebourg,_Quebec', 17034, 'English'], [""Sainte-Émélie-de-l'Énergie,_Quebec"", ""http://dbpedia.org/resource/Sainte-Émélie-de-l'Énergie,_Quebec"", 14833, 'English'], ['Sainte-Angèle-de-Mérici,_Quebec', 'http://dbpedia.org/resource/Sainte-Angèle-de-Mérici,_Quebec', 19447, 'English'], ['Sainte-Sophie-de-Lévrard,_Quebec', 'http://dbpedia.org/resource/Sainte-Sophie-de-Lévrard,_Quebec', 14570, 'English'], ['Sainte-Angèle-de-Prémont,_Quebec', 'http://dbpedia.org/resource/Sainte-Angèle-de-Prémont,_Quebec', 34027, 'English'], ['Sainte-Geneviève-de-Berthier,_Quebec', 'http://dbpedia.org/resource/Sainte-Geneviève-de-Berthier,_Quebec', 12530, 'English'], ['Sainte-Anne-de-la-Pérade', 'http://dbpedia.org/resource/Sainte-Anne-de-la-Pérade', 15017, 'English'], ['Sainte-Anne-de-la-Pocatière', 'http://dbpedia.org/resource/Sainte-Anne-de-la-Pocatière', 18871, 'English'], ['Sainte-Brigitte-de-Laval', 'http://dbpedia.org/resource/Sainte-Brigitte-de-Laval', 12377, 'English'], ['Sainte-Anne-de-Beaupré', 'http://dbpedia.org/resource/Sainte-Anne-de-Beaupré', 36568, 'English'], ['Sainte-Geneviève-de-Batiscan,_Quebec', 'http://dbpedia.org/resource/Sainte-Geneviève-de-Batiscan,_Quebec', 10762, 'English'], ['Sainte-Anne-de-Sabrevois,_Quebec', 'http://dbpedia.org/resource/Sainte-Anne-de-Sabrevois,_Quebec', 17483, 'English'], ['Sainte-Thérèse-de-la-Gatineau,_Quebec', 'http://dbpedia.org/resource/Sainte-Thérèse-de-la-Gatineau,_Quebec', 37743, 'English'], ['Sainte-Apolline-de-Patton,_Quebec', 'http://dbpedia.org/resource/Sainte-Apolline-de-Patton,_Quebec', 16863, 'English'], ['Sainte-Agathe-de-Lotbinière,_Quebec', 'http://dbpedia.org/resource/Sainte-Agathe-de-Lotbinière,_Quebec', 12416, 'English'], ['Sainte-Hélène-de-Bagot,_Quebec', 'http://dbpedia.org/resource/Sainte-Hélène-de-Bagot,_Quebec', 37032, 'English'], ['Sainte-Clotilde-de-Beauce,_Quebec', 'http://dbpedia.org/resource/Sainte-Clotilde-de-Beauce,_Quebec', 34025, 'English']]",20
Live_Nation_Entertainment,645,French,"[['Live_Nation_Entertainment', 'http://dbpedia.org/resource/Live_Nation_Entertainment', 11145, 'English'], ['Young_Money_Entertainment', 'http://dbpedia.org/resource/Young_Money_Entertainment', 37392, 'English'], ['Reason_to_Live', 'http://dbpedia.org/resource/Reason_to_Live', 20477, 'English'], ['For_Your_Entertainment_(album)', 'http://dbpedia.org/resource/For_Your_Entertainment_(album)', 14843, 'English'], ['Aftermath_Entertainment', 'http://dbpedia.org/resource/Aftermath_Entertainment', 36362, 'English'], ['Live_Forever', 'http://dbpedia.org/resource/Live_Forever', 32797, 'English'], ['News_of_the_World_(album)', 'http://dbpedia.org/resource/News_of_the_World_(album)', 37293, 'English'], ['Who_Wants_to_Live_Forever', 'http://dbpedia.org/resource/Who_Wants_to_Live_Forever', 39167, 'English'], ['Country_music', 'http://dbpedia.org/resource/Country_music', 17788, 'English'], ['A_Real_Live_One', 'http://dbpedia.org/resource/A_Real_Live_One', 19325, 'English'], ['All_Around_the_World_Productions', 'http://dbpedia.org/resource/All_Around_the_World_Productions', 18339, 'English'], ['David_Live', 'http://dbpedia.org/resource/David_Live', 19409, 'English'], ['Sony_Music_Entertainment', 'http://dbpedia.org/resource/Sony_Music_Entertainment', 13543, 'English'], ['Live_at_the_BBC_(Beatles_album)', 'http://dbpedia.org/resource/Live_at_the_BBC_(Beatles_album)', 35428, 'English'], ['Live_After_Death', 'http://dbpedia.org/resource/Live_After_Death', 35761, 'English'], ['Live_and_Let_Die_(song)', 'http://dbpedia.org/resource/Live_and_Let_Die_(song)', 38787, 'English'], ['Top_Dawg_Entertainment', 'http://dbpedia.org/resource/Top_Dawg_Entertainment', 14113, 'English'], ['To_Live_&_Die_in_L.A._(song)', 'http://dbpedia.org/resource/To_Live_&_Die_in_L.A._(song)', 34319, 'English'], ['Entertainment_Weekly', 'http://dbpedia.org/resource/Entertainment_Weekly', 14805, 'English'], ['Is_There_Anybody_Out_There%3F_The_Wall_Live_1980–81', 'http://dbpedia.org/resource/Is_There_Anybody_Out_There%3F_The_Wall_Live_1980–81', 14747, 'English']]",20
Autriche-Hongrie,646,French,"[['Austria-Hungary', 'http://dbpedia.org/resource/Austria-Hungary', 11146, 'English'], ['Austria', 'http://dbpedia.org/resource/Austria', 16245, 'English'], ['Hungary', 'http://dbpedia.org/resource/Hungary', 10899, 'English'], ['Germany', 'http://dbpedia.org/resource/Germany', 35307, 'English'], ['Poland', 'http://dbpedia.org/resource/Poland', 14335, 'English'], ['Slovakia', 'http://dbpedia.org/resource/Slovakia', 13413, 'English'], ['Austrian_Netherlands', 'http://dbpedia.org/resource/Austrian_Netherlands', 12814, 'English'], ['Archduchy_of_Austria', 'http://dbpedia.org/resource/Archduchy_of_Austria', 19939, 'English'], ['Romania', 'http://dbpedia.org/resource/Romania', 15199, 'English'], ['Allied-occupied_Austria', 'http://dbpedia.org/resource/Allied-occupied_Austria', 16460, 'English'], ['Bulgaria', 'http://dbpedia.org/resource/Bulgaria', 11202, 'English'], ['FK_Austria_Wien', 'http://dbpedia.org/resource/FK_Austria_Wien', 19384, 'English'], ['Finland', 'http://dbpedia.org/resource/Finland', 16759, 'English'], ['Lithuania', 'http://dbpedia.org/resource/Lithuania', 20667, 'English'], ['Kingdom_of_Hungary', 'http://dbpedia.org/resource/Kingdom_of_Hungary', 11080, 'English'], ['Isabella_of_Austria', 'http://dbpedia.org/resource/Isabella_of_Austria', 14708, 'English'], ['Estonia', 'http://dbpedia.org/resource/Estonia', 18340, 'English'], ['Slovenia', 'http://dbpedia.org/resource/Slovenia', 15826, 'English'], ['Belgium', 'http://dbpedia.org/resource/Belgium', 18646, 'English'], ['Constance_of_Austria', 'http://dbpedia.org/resource/Constance_of_Austria', 31298, 'English']]",20
Galore,647,French,"[['Galore_(The_Cure_album)', 'http://dbpedia.org/resource/Galore_(The_Cure_album)', 11147, 'English'], ['Big_Girl_(You_Are_Beautiful)', 'http://dbpedia.org/resource/Big_Girl_(You_Are_Beautiful)', 34701, 'English'], ['Black_Holes_and_Revelations', 'http://dbpedia.org/resource/Black_Holes_and_Revelations', 11643, 'English'], ['Candy_Shop', 'http://dbpedia.org/resource/Candy_Shop', 13716, 'English'], ['Boys_&_Girls', 'http://dbpedia.org/resource/Someday/Boys_&_Girls', 34090, 'English'], ['Goodies_(album)', 'http://dbpedia.org/resource/Goodies_(album)', 20452, 'English'], ['Layla_and_Other_Assorted_Love_Songs', 'http://dbpedia.org/resource/Layla_and_Other_Assorted_Love_Songs', 19080, 'English'], ['Big_Pun', 'http://dbpedia.org/resource/Big_Pun', 19342, 'English'], ['Boys_Like_Girls', 'http://dbpedia.org/resource/Boys_Like_Girls', 38308, 'English'], ['Love_&_Honey', 'http://dbpedia.org/resource/Love_&_Honey', 10900, 'English'], ['Girl_Gone_Wild', 'http://dbpedia.org/resource/Girl_Gone_Wild', 12567, 'English'], ['Diamonds_and_Pearls', 'http://dbpedia.org/resource/Diamonds_and_Pearls', 11751, 'English'], [""Toy's_Factory"", ""http://dbpedia.org/resource/Toy's_Factory"", 15865, 'English'], ['Spice_Girls', 'http://dbpedia.org/resource/Spice_Girls', 31177, 'English'], ['Girls_&_Boys_(Blur_song)', 'http://dbpedia.org/resource/Girls_&_Boys_(Blur_song)', 34174, 'English'], ['Hidden_Treasures_(EP)', 'http://dbpedia.org/resource/Hidden_Treasures_(EP)', 11842, 'English'], ['No_Surprises', 'http://dbpedia.org/resource/No_Surprises', 34467, 'English'], ['Big_Black', 'http://dbpedia.org/resource/Big_Black', 33661, 'English'], ['Play_&_Win', 'http://dbpedia.org/resource/Play_&_Win', 17830, 'English'], ['The_Lovers_Are_Losing', 'http://dbpedia.org/resource/The_Lovers_Are_Losing', 12306, 'English']]",20
Élisabeth_en_Bavière,648,French,"[['Elisabeth_of_Bavaria,_Queen_of_Germany', 'http://dbpedia.org/resource/Elisabeth_of_Bavaria,_Queen_of_Germany', 38189, 'English'], ['Duke_Maximilian_Joseph_in_Bavaria', 'http://dbpedia.org/resource/Duke_Maximilian_Joseph_in_Bavaria', 32673, 'English'], ['Elisabeth_of_Bavaria,_Queen_of_Belgium', 'http://dbpedia.org/resource/Elisabeth_of_Bavaria,_Queen_of_Belgium', 36744, 'English'], ['Princess_Maria_Elisabeth_of_Bavaria', 'http://dbpedia.org/resource/Princess_Maria_Elisabeth_of_Bavaria', 14762, 'English'], ['Otto_of_Bavaria', 'http://dbpedia.org/resource/Otto_of_Bavaria', 33327, 'English'], ['Margaret_of_Bavaria', 'http://dbpedia.org/resource/Margaret_of_Bavaria', 17794, 'English'], ['Duchess_Marie_Gabrielle_in_Bavaria', 'http://dbpedia.org/resource/Duchess_Marie_Gabrielle_in_Bavaria', 30748, 'English'], ['Joanna_of_Bavaria', 'http://dbpedia.org/resource/Joanna_of_Bavaria', 13394, 'English'], ['Maria_Sophie_of_Bavaria', 'http://dbpedia.org/resource/Maria_Sophie_of_Bavaria', 39092, 'English'], ['Ludwig_I_of_Bavaria', 'http://dbpedia.org/resource/Ludwig_I_of_Bavaria', 13409, 'English'], ['Caroline_Augusta_of_Bavaria', 'http://dbpedia.org/resource/Caroline_Augusta_of_Bavaria', 10658, 'English'], ['Christopher_of_Bavaria', 'http://dbpedia.org/resource/Christopher_of_Bavaria', 30670, 'English'], ['Empress_Elisabeth_of_Austria', 'http://dbpedia.org/resource/Empress_Elisabeth_of_Austria', 11148, 'English'], ['Maximilian_I_Joseph_of_Bavaria', 'http://dbpedia.org/resource/Maximilian_I_Joseph_of_Bavaria', 12916, 'English'], ['Princess_Ludovika_of_Bavaria', 'http://dbpedia.org/resource/Princess_Ludovika_of_Bavaria', 16352, 'English'], ['Maximilian_II_of_Bavaria', 'http://dbpedia.org/resource/Maximilian_II_of_Bavaria', 34783, 'English'], ['Princess_Augusta_of_Bavaria', 'http://dbpedia.org/resource/Princess_Augusta_of_Bavaria', 35837, 'English'], ['Ludwig_II_of_Bavaria', 'http://dbpedia.org/resource/Ludwig_II_of_Bavaria', 33987, 'English'], ['Prince_Franz_of_Bavaria', 'http://dbpedia.org/resource/Prince_Franz_of_Bavaria', 12192, 'English'], ['Elisabeth_of_Austria,_Queen_of_France', 'http://dbpedia.org/resource/Elisabeth_of_Austria,_Queen_of_France', 38408, 'English']]",20
